,wave,iid,pid,gender,field_cd,undergra,age,age_o,race,race_o,imprace,imprelig,from,zipcode,goal,income,career_c,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,match,dec_o
4491,12,296,319.0,0,9.0,Univ of Pennsylvania,28.0,26.0,2.0,2.0,10.0,10.0,New York,"11,365",1.0,"40,695.00",2.0,20.0,25.0,20.0,10.0,5.0,20.0,6.0,9.0,7.0,6.0,6.0,8.0,1,1
4492,12,296,320.0,0,9.0,Univ of Pennsylvania,28.0,36.0,2.0,2.0,10.0,10.0,New York,"11,365",1.0,"40,695.00",2.0,20.0,16.0,16.0,16.0,16.0,16.0,5.0,8.0,8.0,5.0,7.0,,0,0
4493,12,296,321.0,0,9.0,Univ of Pennsylvania,28.0,29.0,2.0,2.0,10.0,10.0,New York,"11,365",1.0,"40,695.00",2.0,30.0,15.0,15.0,20.0,10.0,10.0,4.0,7.0,7.0,6.0,7.0,6.0,0,0
4494,12,297,308.0,0,9.0,Washington U. in St. Louis,21.0,27.0,2.0,4.0,9.0,8.0,Texas,"77,401",2.0,"45,788.00",2.0,17.0,19.0,18.0,17.0,11.0,18.0,8.0,9.0,8.0,8.0,6.0,7.0,1,1
4495,12,297,309.0,0,9.0,Washington U. in St. Louis,21.0,32.0,2.0,2.0,9.0,8.0,Texas,"77,401",2.0,"45,788.00",2.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,8.0,8.0,,8.0,0,0
4496,12,297,310.0,0,9.0,Washington U. in St. Louis,21.0,25.0,2.0,2.0,9.0,8.0,Texas,"77,401",2.0,"45,788.00",2.0,24.0,15.0,20.0,20.0,8.0,13.0,9.0,8.0,7.0,8.0,7.0,6.0,1,1
4497,12,297,311.0,0,9.0,Washington U. in St. Louis,21.0,29.0,2.0,4.0,9.0,8.0,Texas,"77,401",2.0,"45,788.00",2.0,50.0,20.0,10.0,10.0,5.0,5.0,7.0,8.0,5.0,6.0,5.0,8.0,0,1
4498,12,297,312.0,0,9.0,Washington U. in St. Louis,21.0,23.0,2.0,2.0,9.0,8.0,Texas,"77,401",2.0,"45,788.00",2.0,25.0,5.0,30.0,15.0,5.0,20.0,7.0,5.0,5.0,6.0,3.0,2.0,0,0
4499,12,297,313.0,0,9.0,Washington U. in St. Louis,21.0,27.0,2.0,2.0,9.0,8.0,Texas,"77,401",2.0,"45,788.00",2.0,19.0,13.0,18.0,18.0,10.0,22.0,6.0,7.0,6.0,7.0,7.0,6.0,0,1
4500,12,297,314.0,0,9.0,Washington U. in St. Louis,21.0,32.0,2.0,6.0,9.0,8.0,Texas,"77,401",2.0,"45,788.00",2.0,20.0,10.0,30.0,20.0,10.0,10.0,5.0,5.0,6.0,6.0,6.0,5.0,0,1
4501,12,297,315.0,0,9.0,Washington U. in St. Louis,21.0,27.0,2.0,2.0,9.0,8.0,Texas,"77,401",2.0,"45,788.00",2.0,6.67,19.05,42.86,9.52,14.29,7.62,6.0,8.0,8.0,6.0,3.0,4.0,0,0
4502,12,297,316.0,0,9.0,Washington U. in St. Louis,21.0,25.0,2.0,2.0,9.0,8.0,Texas,"77,401",2.0,"45,788.00",2.0,25.0,20.0,15.0,25.0,10.0,5.0,7.0,6.0,6.0,7.0,7.0,5.0,1,1
4503,12,297,317.0,0,9.0,Washington U. in St. Louis,21.0,30.0,2.0,2.0,9.0,8.0,Texas,"77,401",2.0,"45,788.00",2.0,50.0,0.0,20.0,20.0,0.0,10.0,8.0,4.0,6.0,4.0,6.0,4.0,0,0
4504,12,297,318.0,0,9.0,Washington U. in St. Louis,21.0,29.0,2.0,6.0,9.0,8.0,Texas,"77,401",2.0,"45,788.00",2.0,40.0,30.0,10.0,8.0,2.0,10.0,7.0,7.0,6.0,6.0,7.0,5.0,0,1
4505,12,297,319.0,0,9.0,Washington U. in St. Louis,21.0,26.0,2.0,2.0,9.0,8.0,Texas,"77,401",2.0,"45,788.00",2.0,20.0,25.0,20.0,10.0,5.0,20.0,9.0,9.0,7.0,8.0,9.0,8.0,1,1
4506,12,297,320.0,0,9.0,Washington U. in St. Louis,21.0,36.0,2.0,2.0,9.0,8.0,Texas,"77,401",2.0,"45,788.00",2.0,20.0,16.0,16.0,16.0,16.0,16.0,6.0,10.0,7.0,5.0,5.0,,0,0
4507,12,297,321.0,0,9.0,Washington U. in St. Louis,21.0,29.0,2.0,2.0,9.0,8.0,Texas,"77,401",2.0,"45,788.00",2.0,30.0,15.0,15.0,20.0,10.0,10.0,6.0,7.0,7.0,7.0,7.0,6.0,0,0
4508,12,298,308.0,0,6.0,SUNY Geneseo,22.0,27.0,2.0,4.0,7.0,1.0,"Buffalo, NY","14,075",2.0,"37,315.00",2.0,17.0,19.0,18.0,17.0,11.0,18.0,9.0,8.0,9.0,8.0,7.0,7.0,0,1
4509,12,298,309.0,0,6.0,SUNY Geneseo,22.0,32.0,2.0,2.0,7.0,1.0,"Buffalo, NY","14,075",2.0,"37,315.00",2.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,10.0,8.0,8.0,8.0,4.0,0,0
4510,12,298,310.0,0,6.0,SUNY Geneseo,22.0,25.0,2.0,2.0,7.0,1.0,"Buffalo, NY","14,075",2.0,"37,315.00",2.0,24.0,15.0,20.0,20.0,8.0,13.0,7.0,7.0,7.0,8.0,6.0,4.0,0,0
4511,12,298,311.0,0,6.0,SUNY Geneseo,22.0,29.0,2.0,4.0,7.0,1.0,"Buffalo, NY","14,075",2.0,"37,315.00",2.0,50.0,20.0,10.0,10.0,5.0,5.0,5.0,6.0,6.0,7.0,5.0,6.0,0,0
4512,12,298,312.0,0,6.0,SUNY Geneseo,22.0,23.0,2.0,2.0,7.0,1.0,"Buffalo, NY","14,075",2.0,"37,315.00",2.0,25.0,5.0,30.0,15.0,5.0,20.0,5.0,7.0,7.0,5.0,5.0,4.0,0,0
4513,12,298,313.0,0,6.0,SUNY Geneseo,22.0,27.0,2.0,2.0,7.0,1.0,"Buffalo, NY","14,075",2.0,"37,315.00",2.0,19.0,13.0,18.0,18.0,10.0,22.0,4.0,6.0,7.0,5.0,7.0,5.0,0,0
4514,12,298,314.0,0,6.0,SUNY Geneseo,22.0,32.0,2.0,6.0,7.0,1.0,"Buffalo, NY","14,075",2.0,"37,315.00",2.0,20.0,10.0,30.0,20.0,10.0,10.0,4.0,5.0,5.0,4.0,4.0,4.0,0,0
4515,12,298,315.0,0,6.0,SUNY Geneseo,22.0,27.0,2.0,2.0,7.0,1.0,"Buffalo, NY","14,075",2.0,"37,315.00",2.0,6.67,19.05,42.86,9.52,14.29,7.62,8.0,7.0,9.0,8.0,3.0,5.0,0,1
4516,12,298,316.0,0,6.0,SUNY Geneseo,22.0,25.0,2.0,2.0,7.0,1.0,"Buffalo, NY","14,075",2.0,"37,315.00",2.0,25.0,20.0,15.0,25.0,10.0,5.0,5.0,6.0,5.0,4.0,4.0,3.0,0,0
4517,12,298,317.0,0,6.0,SUNY Geneseo,22.0,30.0,2.0,2.0,7.0,1.0,"Buffalo, NY","14,075",2.0,"37,315.00",2.0,50.0,0.0,20.0,20.0,0.0,10.0,4.0,8.0,7.0,4.0,6.0,2.0,0,0
4518,12,298,318.0,0,6.0,SUNY Geneseo,22.0,29.0,2.0,6.0,7.0,1.0,"Buffalo, NY","14,075",2.0,"37,315.00",2.0,40.0,30.0,10.0,8.0,2.0,10.0,5.0,6.0,7.0,6.0,6.0,5.0,0,1
4519,12,298,319.0,0,6.0,SUNY Geneseo,22.0,26.0,2.0,2.0,7.0,1.0,"Buffalo, NY","14,075",2.0,"37,315.00",2.0,20.0,25.0,20.0,10.0,5.0,20.0,7.0,8.0,8.0,5.0,6.0,5.0,0,0
4520,12,298,320.0,0,6.0,SUNY Geneseo,22.0,36.0,2.0,2.0,7.0,1.0,"Buffalo, NY","14,075",2.0,"37,315.00",2.0,20.0,16.0,16.0,16.0,16.0,16.0,6.0,10.0,7.0,5.0,5.0,,0,0
4521,12,298,321.0,0,6.0,SUNY Geneseo,22.0,29.0,2.0,2.0,7.0,1.0,"Buffalo, NY","14,075",2.0,"37,315.00",2.0,30.0,15.0,15.0,20.0,10.0,10.0,4.0,7.0,7.0,6.0,6.0,5.0,0,0
4522,12,299,308.0,0,11.0,New York University,24.0,27.0,4.0,4.0,1.0,1.0,Maryland,"21,015",2.0,"51,663.00",2.0,17.0,19.0,18.0,17.0,11.0,18.0,8.0,9.0,8.0,8.0,6.0,8.0,0,1
4523,12,299,309.0,0,11.0,New York University,24.0,32.0,4.0,2.0,1.0,1.0,Maryland,"21,015",2.0,"51,663.00",2.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,9.0,9.0,8.0,,0,0
4524,12,299,310.0,0,11.0,New York University,24.0,25.0,4.0,2.0,1.0,1.0,Maryland,"21,015",2.0,"51,663.00",2.0,24.0,15.0,20.0,20.0,8.0,13.0,6.0,6.0,6.0,6.0,6.0,5.0,0,0
4525,12,299,311.0,0,11.0,New York University,24.0,29.0,4.0,4.0,1.0,1.0,Maryland,"21,015",2.0,"51,663.00",2.0,50.0,20.0,10.0,10.0,5.0,5.0,5.0,5.0,6.0,4.0,7.0,5.0,0,0
4526,12,299,312.0,0,11.0,New York University,24.0,23.0,4.0,2.0,1.0,1.0,Maryland,"21,015",2.0,"51,663.00",2.0,25.0,5.0,30.0,15.0,5.0,20.0,5.0,7.0,8.0,7.0,6.0,3.0,0,0
4527,12,299,313.0,0,11.0,New York University,24.0,27.0,4.0,2.0,1.0,1.0,Maryland,"21,015",2.0,"51,663.00",2.0,19.0,13.0,18.0,18.0,10.0,22.0,4.0,7.0,7.0,5.0,5.0,4.0,0,0
4528,12,299,314.0,0,11.0,New York University,24.0,32.0,4.0,6.0,1.0,1.0,Maryland,"21,015",2.0,"51,663.00",2.0,20.0,10.0,30.0,20.0,10.0,10.0,6.0,6.0,5.0,5.0,6.0,4.0,0,0
4529,12,299,315.0,0,11.0,New York University,24.0,27.0,4.0,2.0,1.0,1.0,Maryland,"21,015",2.0,"51,663.00",2.0,6.67,19.05,42.86,9.52,14.29,7.62,7.0,9.0,9.0,7.0,6.0,4.0,0,1
4530,12,299,316.0,0,11.0,New York University,24.0,25.0,4.0,2.0,1.0,1.0,Maryland,"21,015",2.0,"51,663.00",2.0,25.0,20.0,15.0,25.0,10.0,5.0,5.0,8.0,7.0,8.0,5.0,5.0,1,1
4531,12,299,317.0,0,11.0,New York University,24.0,30.0,4.0,2.0,1.0,1.0,Maryland,"21,015",2.0,"51,663.00",2.0,50.0,0.0,20.0,20.0,0.0,10.0,5.0,8.0,8.0,7.0,6.0,4.0,0,0
4532,12,299,318.0,0,11.0,New York University,24.0,29.0,4.0,6.0,1.0,1.0,Maryland,"21,015",2.0,"51,663.00",2.0,40.0,30.0,10.0,8.0,2.0,10.0,4.0,7.0,8.0,7.0,4.0,5.0,0,1
4533,12,299,319.0,0,11.0,New York University,24.0,26.0,4.0,2.0,1.0,1.0,Maryland,"21,015",2.0,"51,663.00",2.0,20.0,25.0,20.0,10.0,5.0,20.0,7.0,9.0,8.0,10.0,9.0,9.0,0,1
4534,12,299,320.0,0,11.0,New York University,24.0,36.0,4.0,2.0,1.0,1.0,Maryland,"21,015",2.0,"51,663.00",2.0,20.0,16.0,16.0,16.0,16.0,16.0,6.0,10.0,8.0,6.0,5.0,,0,0
4535,12,299,321.0,0,11.0,New York University,24.0,29.0,4.0,2.0,1.0,1.0,Maryland,"21,015",2.0,"51,663.00",2.0,30.0,15.0,15.0,20.0,10.0,10.0,6.0,7.0,7.0,6.0,6.0,5.0,0,0
4536,12,300,308.0,0,3.0,Miami University,35.0,27.0,2.0,4.0,1.0,1.0,"Buffalo, NY","14,043",2.0,"32,563.00",2.0,17.0,19.0,18.0,17.0,11.0,18.0,6.0,8.0,8.0,7.0,6.0,7.0,0,0
4537,12,300,309.0,0,3.0,Miami University,35.0,32.0,2.0,2.0,1.0,1.0,"Buffalo, NY","14,043",2.0,"32,563.00",2.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,8.0,9.0,8.0,,0,0
4538,12,300,310.0,0,3.0,Miami University,35.0,25.0,2.0,2.0,1.0,1.0,"Buffalo, NY","14,043",2.0,"32,563.00",2.0,24.0,15.0,20.0,20.0,8.0,13.0,6.0,6.0,6.0,5.0,7.0,4.0,0,0
4539,12,300,311.0,0,3.0,Miami University,35.0,29.0,2.0,4.0,1.0,1.0,"Buffalo, NY","14,043",2.0,"32,563.00",2.0,50.0,20.0,10.0,10.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,7.0,0,0
4540,12,300,312.0,0,3.0,Miami University,35.0,23.0,2.0,2.0,1.0,1.0,"Buffalo, NY","14,043",2.0,"32,563.00",2.0,25.0,5.0,30.0,15.0,5.0,20.0,4.0,6.0,6.0,4.0,4.0,2.0,0,0
4541,12,300,313.0,0,3.0,Miami University,35.0,27.0,2.0,2.0,1.0,1.0,"Buffalo, NY","14,043",2.0,"32,563.00",2.0,19.0,13.0,18.0,18.0,10.0,22.0,3.0,6.0,7.0,8.0,,6.0,0,0
4542,12,300,314.0,0,3.0,Miami University,35.0,32.0,2.0,6.0,1.0,1.0,"Buffalo, NY","14,043",2.0,"32,563.00",2.0,20.0,10.0,30.0,20.0,10.0,10.0,5.0,7.0,7.0,4.0,5.0,4.0,0,0
4543,12,300,315.0,0,3.0,Miami University,35.0,27.0,2.0,2.0,1.0,1.0,"Buffalo, NY","14,043",2.0,"32,563.00",2.0,6.67,19.05,42.86,9.52,14.29,7.62,5.0,9.0,9.0,6.0,6.0,3.0,0,0
4544,12,300,316.0,0,3.0,Miami University,35.0,25.0,2.0,2.0,1.0,1.0,"Buffalo, NY","14,043",2.0,"32,563.00",2.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,8.0,7.0,7.0,8.0,1,1
4545,12,300,317.0,0,3.0,Miami University,35.0,30.0,2.0,2.0,1.0,1.0,"Buffalo, NY","14,043",2.0,"32,563.00",2.0,50.0,0.0,20.0,20.0,0.0,10.0,4.0,7.0,8.0,5.0,6.0,5.0,0,0
4546,12,300,318.0,0,3.0,Miami University,35.0,29.0,2.0,6.0,1.0,1.0,"Buffalo, NY","14,043",2.0,"32,563.00",2.0,40.0,30.0,10.0,8.0,2.0,10.0,7.0,7.0,7.0,6.0,5.0,5.0,0,1
4547,12,300,319.0,0,3.0,Miami University,35.0,26.0,2.0,2.0,1.0,1.0,"Buffalo, NY","14,043",2.0,"32,563.00",2.0,20.0,25.0,20.0,10.0,5.0,20.0,6.0,8.0,9.0,8.0,9.0,8.0,1,1
4548,12,300,320.0,0,3.0,Miami University,35.0,36.0,2.0,2.0,1.0,1.0,"Buffalo, NY","14,043",2.0,"32,563.00",2.0,20.0,16.0,16.0,16.0,16.0,16.0,9.0,4.0,5.0,2.0,2.0,,0,0
4549,12,300,321.0,0,3.0,Miami University,35.0,29.0,2.0,2.0,1.0,1.0,"Buffalo, NY","14,043",2.0,"32,563.00",2.0,30.0,15.0,15.0,20.0,10.0,10.0,4.0,7.0,7.0,5.0,5.0,5.0,0,0
4550,12,301,308.0,0,9.0,university of pennsylvania,34.0,27.0,2.0,4.0,3.0,8.0,"Washington, DC","8,540",2.0,,2.0,17.0,19.0,18.0,17.0,11.0,18.0,7.0,9.0,8.0,7.0,6.0,8.0,0,0
4551,12,301,309.0,0,9.0,university of pennsylvania,34.0,32.0,2.0,2.0,3.0,8.0,"Washington, DC","8,540",2.0,,2.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,10.0,10.0,8.0,10.0,7.0,1,1
4552,12,301,310.0,0,9.0,university of pennsylvania,34.0,25.0,2.0,2.0,3.0,8.0,"Washington, DC","8,540",2.0,,2.0,24.0,15.0,20.0,20.0,8.0,13.0,8.0,7.0,7.0,6.0,7.0,4.0,0,1
4553,12,301,311.0,0,9.0,university of pennsylvania,34.0,29.0,2.0,4.0,3.0,8.0,"Washington, DC","8,540",2.0,,2.0,50.0,20.0,10.0,10.0,5.0,5.0,6.0,6.0,7.0,8.0,7.0,8.0,1,1
4554,12,301,312.0,0,9.0,university of pennsylvania,34.0,23.0,2.0,2.0,3.0,8.0,"Washington, DC","8,540",2.0,,2.0,25.0,5.0,30.0,15.0,5.0,20.0,6.0,6.0,8.0,5.0,8.0,3.0,0,0
4555,12,301,313.0,0,9.0,university of pennsylvania,34.0,27.0,2.0,2.0,3.0,8.0,"Washington, DC","8,540",2.0,,2.0,19.0,13.0,18.0,18.0,10.0,22.0,5.0,8.0,9.0,8.0,8.0,5.0,0,0
4556,12,301,314.0,0,9.0,university of pennsylvania,34.0,32.0,2.0,6.0,3.0,8.0,"Washington, DC","8,540",2.0,,2.0,20.0,10.0,30.0,20.0,10.0,10.0,7.0,7.0,7.0,7.0,5.0,6.0,0,1
4557,12,301,315.0,0,9.0,university of pennsylvania,34.0,27.0,2.0,2.0,3.0,8.0,"Washington, DC","8,540",2.0,,2.0,6.67,19.05,42.86,9.52,14.29,7.62,5.0,8.0,8.0,7.0,7.0,3.0,0,0
4558,12,301,316.0,0,9.0,university of pennsylvania,34.0,25.0,2.0,2.0,3.0,8.0,"Washington, DC","8,540",2.0,,2.0,25.0,20.0,15.0,25.0,10.0,5.0,5.0,6.0,8.0,4.0,5.0,3.0,0,0
4559,12,301,317.0,0,9.0,university of pennsylvania,34.0,30.0,2.0,2.0,3.0,8.0,"Washington, DC","8,540",2.0,,2.0,50.0,0.0,20.0,20.0,0.0,10.0,4.0,10.0,10.0,8.0,5.0,5.0,0,0
4560,12,301,318.0,0,9.0,university of pennsylvania,34.0,29.0,2.0,6.0,3.0,8.0,"Washington, DC","8,540",2.0,,2.0,40.0,30.0,10.0,8.0,2.0,10.0,7.0,7.0,7.0,6.0,7.0,6.0,0,0
4561,12,301,319.0,0,9.0,university of pennsylvania,34.0,26.0,2.0,2.0,3.0,8.0,"Washington, DC","8,540",2.0,,2.0,20.0,25.0,20.0,10.0,5.0,20.0,5.0,6.0,7.0,8.0,9.0,10.0,0,0
4562,12,301,320.0,0,9.0,university of pennsylvania,34.0,36.0,2.0,2.0,3.0,8.0,"Washington, DC","8,540",2.0,,2.0,20.0,16.0,16.0,16.0,16.0,16.0,7.0,8.0,9.0,2.0,9.0,,0,0
4563,12,301,321.0,0,9.0,university of pennsylvania,34.0,29.0,2.0,2.0,3.0,8.0,"Washington, DC","8,540",2.0,,2.0,30.0,15.0,15.0,20.0,10.0,10.0,6.0,7.0,8.0,7.0,5.0,5.0,0,0
4564,12,302,308.0,0,3.0,marymount manhattan college,21.0,27.0,2.0,4.0,8.0,7.0,Long Island,"11,754",2.0,"54,303.00",12.0,17.0,19.0,18.0,17.0,11.0,18.0,8.0,9.0,10.0,8.0,7.0,7.0,0,0
4565,12,302,309.0,0,3.0,marymount manhattan college,21.0,32.0,2.0,2.0,8.0,7.0,Long Island,"11,754",2.0,"54,303.00",12.0,20.0,20.0,20.0,20.0,10.0,10.0,5.0,4.0,4.0,4.0,4.0,0.0,0,0
4566,12,302,310.0,0,3.0,marymount manhattan college,21.0,25.0,2.0,2.0,8.0,7.0,Long Island,"11,754",2.0,"54,303.00",12.0,24.0,15.0,20.0,20.0,8.0,13.0,6.0,6.0,5.0,7.0,5.0,4.0,0,0
4567,12,302,311.0,0,3.0,marymount manhattan college,21.0,29.0,2.0,4.0,8.0,7.0,Long Island,"11,754",2.0,"54,303.00",12.0,50.0,20.0,10.0,10.0,5.0,5.0,4.0,0.0,2.0,0.0,3.0,8.0,0,0
4568,12,302,312.0,0,3.0,marymount manhattan college,21.0,23.0,2.0,2.0,8.0,7.0,Long Island,"11,754",2.0,"54,303.00",12.0,25.0,5.0,30.0,15.0,5.0,20.0,6.0,4.0,4.0,8.0,4.0,8.0,0,0
4569,12,302,313.0,0,3.0,marymount manhattan college,21.0,27.0,2.0,2.0,8.0,7.0,Long Island,"11,754",2.0,"54,303.00",12.0,19.0,13.0,18.0,18.0,10.0,22.0,3.0,6.0,4.0,8.0,6.0,5.0,0,0
4570,12,302,314.0,0,3.0,marymount manhattan college,21.0,32.0,2.0,6.0,8.0,7.0,Long Island,"11,754",2.0,"54,303.00",12.0,20.0,10.0,30.0,20.0,10.0,10.0,7.0,5.0,6.0,7.0,6.0,6.0,0,0
4571,12,302,315.0,0,3.0,marymount manhattan college,21.0,27.0,2.0,2.0,8.0,7.0,Long Island,"11,754",2.0,"54,303.00",12.0,6.67,19.05,42.86,9.52,14.29,7.62,2.0,8.0,6.0,4.0,7.0,2.0,0,0
4572,12,302,316.0,0,3.0,marymount manhattan college,21.0,25.0,2.0,2.0,8.0,7.0,Long Island,"11,754",2.0,"54,303.00",12.0,25.0,20.0,15.0,25.0,10.0,5.0,4.0,5.0,6.0,8.0,7.0,6.0,0,0
4573,12,302,317.0,0,3.0,marymount manhattan college,21.0,30.0,2.0,2.0,8.0,7.0,Long Island,"11,754",2.0,"54,303.00",12.0,50.0,0.0,20.0,20.0,0.0,10.0,4.0,7.0,8.0,6.0,7.0,4.0,0,0
4574,12,302,318.0,0,3.0,marymount manhattan college,21.0,29.0,2.0,6.0,8.0,7.0,Long Island,"11,754",2.0,"54,303.00",12.0,40.0,30.0,10.0,8.0,2.0,10.0,4.0,3.0,5.0,4.0,6.0,4.0,0,0
4575,12,302,319.0,0,3.0,marymount manhattan college,21.0,26.0,2.0,2.0,8.0,7.0,Long Island,"11,754",2.0,"54,303.00",12.0,20.0,25.0,20.0,10.0,5.0,20.0,7.0,8.0,7.0,6.0,8.0,5.0,0,0
4576,12,302,320.0,0,3.0,marymount manhattan college,21.0,36.0,2.0,2.0,8.0,7.0,Long Island,"11,754",2.0,"54,303.00",12.0,20.0,16.0,16.0,16.0,16.0,16.0,5.0,8.0,6.0,10.0,5.0,,0,0
4577,12,302,321.0,0,3.0,marymount manhattan college,21.0,29.0,2.0,2.0,8.0,7.0,Long Island,"11,754",2.0,"54,303.00",12.0,30.0,15.0,15.0,20.0,10.0,10.0,6.0,6.0,7.0,8.0,7.0,7.0,0,0
4578,12,303,308.0,0,9.0,Harvard,33.0,27.0,2.0,4.0,2.0,1.0,"Brooklyn, NY","27,701",4.0,"16,908.00",2.0,17.0,19.0,18.0,17.0,11.0,18.0,8.0,9.0,10.0,7.0,6.0,6.0,0,0
4579,12,303,309.0,0,9.0,Harvard,33.0,32.0,2.0,2.0,2.0,1.0,"Brooklyn, NY","27,701",4.0,"16,908.00",2.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,,0,1
4580,12,303,310.0,0,9.0,Harvard,33.0,25.0,2.0,2.0,2.0,1.0,"Brooklyn, NY","27,701",4.0,"16,908.00",2.0,24.0,15.0,20.0,20.0,8.0,13.0,6.0,8.0,7.0,5.0,5.0,5.0,0,0
4581,12,303,311.0,0,9.0,Harvard,33.0,29.0,2.0,4.0,2.0,1.0,"Brooklyn, NY","27,701",4.0,"16,908.00",2.0,50.0,20.0,10.0,10.0,5.0,5.0,8.0,7.0,7.0,8.0,5.0,8.0,0,1
4582,12,303,312.0,0,9.0,Harvard,33.0,23.0,2.0,2.0,2.0,1.0,"Brooklyn, NY","27,701",4.0,"16,908.00",2.0,25.0,5.0,30.0,15.0,5.0,20.0,9.0,8.0,8.0,6.0,7.0,9.0,0,1
4583,12,303,313.0,0,9.0,Harvard,33.0,27.0,2.0,2.0,2.0,1.0,"Brooklyn, NY","27,701",4.0,"16,908.00",2.0,19.0,13.0,18.0,18.0,10.0,22.0,7.0,7.0,9.0,8.0,9.0,6.0,1,1
4584,12,303,314.0,0,9.0,Harvard,33.0,32.0,2.0,6.0,2.0,1.0,"Brooklyn, NY","27,701",4.0,"16,908.00",2.0,20.0,10.0,30.0,20.0,10.0,10.0,6.0,7.0,7.0,7.0,6.0,6.0,0,1
4585,12,303,315.0,0,9.0,Harvard,33.0,27.0,2.0,2.0,2.0,1.0,"Brooklyn, NY","27,701",4.0,"16,908.00",2.0,6.67,19.05,42.86,9.52,14.29,7.62,7.0,7.0,7.0,7.0,6.0,3.0,0,0
4586,12,303,316.0,0,9.0,Harvard,33.0,25.0,2.0,2.0,2.0,1.0,"Brooklyn, NY","27,701",4.0,"16,908.00",2.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,5.0,6.0,6.0,3.0,3.0,0,0
4587,12,303,317.0,0,9.0,Harvard,33.0,30.0,2.0,2.0,2.0,1.0,"Brooklyn, NY","27,701",4.0,"16,908.00",2.0,50.0,0.0,20.0,20.0,0.0,10.0,7.0,7.0,9.0,8.0,7.0,9.0,0,1
4588,12,303,318.0,0,9.0,Harvard,33.0,29.0,2.0,6.0,2.0,1.0,"Brooklyn, NY","27,701",4.0,"16,908.00",2.0,40.0,30.0,10.0,8.0,2.0,10.0,6.0,4.0,5.0,5.0,5.0,5.0,0,1
4589,12,303,319.0,0,9.0,Harvard,33.0,26.0,2.0,2.0,2.0,1.0,"Brooklyn, NY","27,701",4.0,"16,908.00",2.0,20.0,25.0,20.0,10.0,5.0,20.0,9.0,7.0,8.0,9.0,8.0,10.0,0,1
4590,12,303,320.0,0,9.0,Harvard,33.0,36.0,2.0,2.0,2.0,1.0,"Brooklyn, NY","27,701",4.0,"16,908.00",2.0,20.0,16.0,16.0,16.0,16.0,16.0,7.0,7.0,7.0,5.0,5.0,,0,0
4591,12,303,321.0,0,9.0,Harvard,33.0,29.0,2.0,2.0,2.0,1.0,"Brooklyn, NY","27,701",4.0,"16,908.00",2.0,30.0,15.0,15.0,20.0,10.0,10.0,5.0,7.0,7.0,6.0,6.0,6.0,0,0
4592,12,304,308.0,0,3.0,Holy Cross College,28.0,27.0,2.0,4.0,1.0,10.0,NYC-6 yrs. Grew up in Nebraska,"68,124",1.0,"39,729.00",12.0,17.0,19.0,18.0,17.0,11.0,18.0,7.0,9.0,8.0,7.0,6.0,7.0,0,0
4593,12,304,309.0,0,3.0,Holy Cross College,28.0,32.0,2.0,2.0,1.0,10.0,NYC-6 yrs. Grew up in Nebraska,"68,124",1.0,"39,729.00",12.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,10.0,8.0,10.0,8.0,4.0,0,0
4594,12,304,310.0,0,3.0,Holy Cross College,28.0,25.0,2.0,2.0,1.0,10.0,NYC-6 yrs. Grew up in Nebraska,"68,124",1.0,"39,729.00",12.0,24.0,15.0,20.0,20.0,8.0,13.0,8.0,7.0,7.0,7.0,7.0,5.0,0,1
4595,12,304,311.0,0,3.0,Holy Cross College,28.0,29.0,2.0,4.0,1.0,10.0,NYC-6 yrs. Grew up in Nebraska,"68,124",1.0,"39,729.00",12.0,50.0,20.0,10.0,10.0,5.0,5.0,7.0,7.0,4.0,5.0,5.0,5.0,0,1
4596,12,304,312.0,0,3.0,Holy Cross College,28.0,23.0,2.0,2.0,1.0,10.0,NYC-6 yrs. Grew up in Nebraska,"68,124",1.0,"39,729.00",12.0,25.0,5.0,30.0,15.0,5.0,20.0,6.0,6.0,6.0,6.0,4.0,3.0,0,0
4597,12,304,313.0,0,3.0,Holy Cross College,28.0,27.0,2.0,2.0,1.0,10.0,NYC-6 yrs. Grew up in Nebraska,"68,124",1.0,"39,729.00",12.0,19.0,13.0,18.0,18.0,10.0,22.0,6.0,8.0,7.0,8.0,6.0,6.0,0,0
4598,12,304,314.0,0,3.0,Holy Cross College,28.0,32.0,2.0,6.0,1.0,10.0,NYC-6 yrs. Grew up in Nebraska,"68,124",1.0,"39,729.00",12.0,20.0,10.0,30.0,20.0,10.0,10.0,5.0,7.0,5.0,6.0,7.0,5.0,0,0
